world,family,baseline_role,observed_role,role_state,tick,timestamp_ms,passive_mcm_effect_class,hoeren_energy_tone,hoeren_energy_shift,sehen_form_stability,sehen_form_change,rezeptor_field_intake_pressure,perception_auditory_loudness,mcm_feldwirkung_mcm_tension,mcm_feldwirkung_mcm_coherence,mcm_rekopplung_quality,mcm_carry_quality,mcm_strain_quality,raw_window_rows,raw_return,raw_range_ratio,raw_body_ratio,raw_volume_to_world,raw_direction_consistency
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,488,1770372000000000,tragend_unruhig,0.089851,0.285944,-0.346828,-0.31057,0.098976,0.17221,0.098976,0.514116,0.691287,0.521923,0.163527,13,0.01912022,0.02749313,0.00415281,1.08265202,0.166667
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,499,1770375300000000,stabil,-0.111355,0.042639,0.243353,-0.003216,0.047208,0.082494,0.047208,0.677789,0.727991,0.556178,0.117267,13,-0.00806156,0.01929889,0.00257444,1.07002961,0.166667
sideways 2026 5m 2k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,504,1770376800000000,stabil,-0.111662,-0.099223,-0.034423,0.189658,0.059624,0.106438,0.059624,0.583844,0.7048,0.51723,0.128075,13,-0.00356265,0.01584767,0.0020601,0.97358119,0.333333
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,512,1770379200000000,stabil,-0.110951,0.016686,-0.238496,-0.212421,0.051893,0.07136,0.051893,0.571656,0.720825,0.550749,0.125378,13,0.0059106,0.01366827,0.00196073,0.75524358,0.272727
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,518,1770381000000000,tragend_unruhig,0.144466,0.241743,-0.304384,-0.312132,0.103232,0.185323,0.103232,0.544621,0.691781,0.525222,0.165143,13,0.00812508,0.0136649,0.00208335,0.80410827,0.090909
sideways 2026 5m 2k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,522,1770382200000000,stabil,-0.285315,-0.180509,0.182276,-0.064488,0.117675,0.241297,0.117675,0.68435,0.664104,0.439459,0.168878,13,0.01992375,0.02238347,0.00292329,1.22049327,0.166667
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,539,1770387300000000,stabil,-0.325105,-0.136615,0.245886,0.010126,0.118339,0.245939,0.118339,0.750817,0.713368,0.537616,0.137304,13,0.01455376,0.03019004,0.00470014,2.11034156,0.0
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,552,1770391200000000,stabil,-0.163709,-0.021649,-0.315928,0.333265,0.072424,0.104044,0.072424,0.536814,0.69966,0.534353,0.154194,13,0.00711322,0.0212211,0.00263554,2.20717049,0.166667
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,555,1770392100000000,tragend_unruhig,-0.07778,-0.168748,0.066446,-0.193331,0.065897,0.115987,0.065897,0.55869,0.705738,0.542325,0.146882,13,0.00190069,0.01971965,0.00328965,2.02148667,0.0
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,559,1770393300000000,stabil,-0.305418,-0.390528,-0.34547,0.161506,0.170503,0.341164,0.170503,0.50227,0.675567,0.483586,0.170558,13,0.02217189,0.0287281,0.00352109,1.92689434,0.333333
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,561,1770393900000000,tragend_unruhig,-0.042856,-0.140326,-0.312512,0.474705,0.066171,0.083793,0.066171,0.495029,0.701305,0.540715,0.153557,13,0.02892857,0.03369048,0.00370879,2.06200957,0.5
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,566,1770395400000000,stabil,-0.101342,-0.362589,0.699498,0.015958,0.103973,0.211066,0.103973,0.673614,0.696304,0.511089,0.145799,13,0.02870019,0.04233871,0.00332981,2.19920822,0.666667
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,579,1770399300000000,tragend_unruhig,0.077751,0.133136,-0.320745,-0.523196,0.073725,0.101013,0.073725,0.491016,0.698692,0.540159,0.159793,13,-0.00380447,0.02951349,0.00398184,2.11264407,0.0
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,597,1770404700000000,stabil,0.113736,0.092859,0.121505,-0.295756,0.061157,0.104968,0.061157,0.582864,0.718796,0.5514,0.129614,13,0.01155327,0.01505427,0.00302522,1.10794395,0.166667
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,598,1770405000000000,stabil,-0.060429,-0.069176,0.049509,0.080609,0.04218,0.064103,0.04218,0.615955,0.728606,0.562911,0.118665,13,0.00684534,0.01496693,0.00265067,1.07189094,0.166667
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,620,1770411600000000,stabil,0.113319,0.30765,0.021267,0.215622,0.095428,0.194938,0.095428,0.596286,0.694172,0.512293,0.149618,13,0.00941447,0.01687715,0.00241985,1.28700886,0.090909
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,626,1770413400000000,tragend_unruhig,-0.017404,0.232748,-0.153734,-0.472039,0.069129,0.107848,0.069129,0.537591,0.69284,0.538139,0.169015,13,0.01044177,0.01835915,0.00222428,1.04996721,0.5
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,644,1770418800000000,stabil,0.224142,0.14636,-0.21154,0.247685,0.10049,0.191474,0.10049,0.623263,0.705194,0.525366,0.139314,13,-0.01227477,0.02792793,0.00342169,1.60519161,0.0
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,679,1770429300000000,stabil,-0.33971,-0.307429,-0.178549,-0.128495,0.155258,0.326152,0.155258,0.553617,0.678837,0.493355,0.169648,13,0.01299605,0.01589696,0.00207973,0.57667759,0.166667
sideways 2026 5m 2k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,687,1770431700000000,stabil,-0.09295,-0.421145,-0.020608,-0.005108,0.11043,0.230792,0.11043,0.589075,0.690606,0.485286,0.139128,13,0.00493572,0.01147842,0.00181006,0.43113631,0.333333
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,690,1770432600000000,tragend_unruhig,-0.086125,-0.290078,-0.246253,0.309502,0.094701,0.171785,0.094701,0.548378,0.698125,0.538287,0.163666,13,0.01033058,0.01664371,0.00197782,0.50347604,0.333333
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,701,1770435900000000,stabil,0.108664,0.0,0.051378,-0.148119,0.03891,0.063025,0.03891,0.656352,0.728602,0.563735,0.122557,13,0.01059708,0.0120784,0.00167415,0.71827517,0.333333
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,709,1770438300000000,tragend_unruhig,0.184142,0.181108,-0.349428,-0.523214,0.106642,0.182868,0.106642,0.500581,0.690189,0.533011,0.173902,13,-0.00431916,0.01989088,0.00264046,0.81273178,0.166667
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,729,1770444300000000,stabil,0.214259,0.251896,-0.267996,0.002104,0.117436,0.230067,0.117436,0.579231,0.699838,0.519104,0.14914,13,-0.00125043,0.00863931,0.00160894,0.44195087,0.166667
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,731,1770444900000000,stabil,0.123781,0.085206,-0.072973,-0.299749,0.060723,0.10758,0.060723,0.592044,0.714279,0.55225,0.141182,13,-0.00522371,0.00806268,0.00182568,0.39680183,0.166667
sideways 2026 5m 2k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,764,1770454800000000,stabil,-0.027115,0.232054,0.014271,0.020252,0.059567,0.113189,0.059567,0.680421,0.717487,0.531804,0.116831,13,0.00093864,0.00926904,0.00228341,0.51256002,0.333333
sideways 2026 5m 2k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,796,1770464400000000,stabil,-0.274519,-0.225967,-0.197559,-6.5e-05,0.127444,0.254127,0.127444,0.584846,0.691131,0.492824,0.145104,13,0.01035416,0.01600188,0.00195498,0.45087302,0.5
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,805,1770467100000000,tragend_unruhig,-0.37047,-0.384783,-0.299918,-0.016166,0.185561,0.376482,0.185561,0.463558,0.672006,0.48673,0.181637,13,0.01546088,0.02926944,0.00444852,0.90781985,0.333333
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,810,1770468600000000,stabil,-0.139837,0.058374,0.021516,-0.212835,0.060254,0.105623,0.060254,0.588635,0.72474,0.560593,0.126274,13,0.0041919,0.01723335,0.00410233,0.76594817,0.0
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,812,1770469200000000,stabil,0.192534,0.296202,-0.184505,0.128624,0.114906,0.236075,0.114906,0.640892,0.709061,0.531459,0.138809,13,0.00104457,0.01021356,0.00232126,0.58087837,0.0
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,813,1770469500000000,stabil,-0.270757,-0.431158,-0.30947,-0.073743,0.169947,0.338126,0.169947,0.495933,0.695315,0.508055,0.151326,13,-0.00429085,0.01322046,0.00260484,0.58831346,0.166667
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,819,1770471300000000,stabil,0.243727,-0.317527,0.352208,-0.117381,0.131172,0.274723,0.131172,0.790283,0.709173,0.536755,0.145554,13,-0.00115969,0.01252464,0.0018109,0.42752913,0.090909
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,864,1770484800000000,stabil,-0.292381,-0.366979,-0.298846,0.084828,0.161429,0.323713,0.161429,0.539319,0.691281,0.510686,0.161821,13,0.00424555,0.01445783,0.00231255,0.39366756,0.2
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,887,1770491700000000,stabil,-0.267897,-0.165815,0.185941,0.152422,0.107108,0.225023,0.107108,0.764246,0.708782,0.53867,0.145414,13,-0.00360929,0.01308369,0.00223846,0.49549042,0.333333
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,908,1770498000000000,stabil,0.149767,0.242013,-0.068278,-0.064133,0.089741,0.18851,0.089741,0.668928,0.712679,0.536905,0.135218,13,0.00498188,0.00996377,0.00134999,0.3767581,0.166667
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,918,1770501000000000,stabil,-0.323764,-0.271578,0.50641,0.10577,0.146367,0.301846,0.146367,0.801456,0.710585,0.539722,0.147834,13,-0.00551491,0.00934159,0.00148911,0.25866687,0.090909
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,924,1770502800000000,stabil,-0.236088,-0.442093,-0.332381,-0.034993,0.164322,0.32261,0.164322,0.480229,0.695738,0.513706,0.156537,13,-0.00226091,0.00734795,0.00136524,0.25122922,0.272727
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,925,1770503100000000,stabil,-0.40713,-0.116507,-0.04815,0.164562,0.134534,0.285068,0.134534,0.687824,0.70108,0.532304,0.156488,13,-0.00045274,0.0073571,0.00132341,0.24232197,0.090909
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,937,1770506700000000,stabil,-0.363124,-0.365279,-0.326922,0.055055,0.183875,0.364029,0.183875,0.482792,0.691741,0.512186,0.164796,13,-0.00543909,0.01824363,0.00160384,0.5015915,0.333333
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,945,1770509100000000,stabil,0.015619,-0.201587,0.04079,-0.156352,0.05186,0.093725,0.05186,0.674477,0.732015,0.566868,0.118329,13,-0.00171625,0.00846682,0.00109136,0.31367993,0.333333
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,948,1770510000000000,stabil,-0.165953,-0.286747,0.380181,0.109709,0.10316,0.216687,0.10316,0.804649,0.719297,0.552641,0.136919,13,-0.00342114,0.00843882,0.0015439,0.32275111,0.166667
sideways 2026 5m 2k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,956,1770512400000000,stabil,-0.050612,0.179723,0.035691,0.099809,0.057378,0.104839,0.057378,0.682005,0.71975,0.537848,0.116185,13,0.00493232,0.00986465,0.00196764,0.25287404,0.333333
sideways 2026 5m 2k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,966,1770515400000000,stabil,-0.021579,0.121722,-0.04042,0.121749,0.03883,0.063639,0.03883,0.65818,0.726732,0.546588,0.108011,13,-0.0011374,0.00580073,0.00129488,0.1601343,0.0
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,975,1770518100000000,stabil,-0.058686,-0.070298,0.092321,-0.129988,0.041504,0.063563,0.041504,0.629329,0.733784,0.569552,0.114422,13,-0.00671294,0.01456366,0.0017942,0.2374687,0.090909
sideways 2026 5m 2k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,982,1770520200000000,stabil,-0.33838,-0.213719,0.075744,-0.027805,0.139087,0.286022,0.139087,0.625131,0.689781,0.497589,0.153023,13,-0.00205691,0.00685636,0.00147675,0.19534074,0.272727
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,986,1770521400000000,stabil,0.268667,0.368466,0.025313,0.062518,0.149567,0.310583,0.149567,0.621217,0.706571,0.528876,0.146391,13,-0.00241296,0.00965184,0.00136116,0.18891324,0.166667
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1006,1770527400000000,stabil,0.233363,0.283919,0.02189,0.107418,0.121131,0.254596,0.121131,0.685435,0.714923,0.541467,0.136821,13,-0.00011469,0.00711091,0.0010587,0.23233723,0.0
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,1011,1770528900000000,stabil,-0.201229,-0.253441,0.071513,0.120079,0.105196,0.223158,0.105196,0.708546,0.712532,0.545868,0.144296,13,-0.00411899,0.00606407,0.00118817,0.22809719,0.166667
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1019,1770531300000000,stabil,0.324227,0.0,-0.174651,0.099878,0.095158,0.188051,0.095158,0.651442,0.716737,0.545409,0.134156,13,0.00022941,0.0065382,0.00124411,0.21061839,0.0
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,1023,1770532500000000,stabil,-0.311522,-0.13824,-0.026664,0.114959,0.113351,0.238743,0.113351,0.694427,0.711286,0.545585,0.146739,13,-0.0026349,0.00652996,0.00119848,0.18260671,0.166667
sideways 2026 5m 2k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,1037,1770536700000000,stabil,0.014216,0.203337,0.011349,0.072917,0.050094,0.093647,0.050094,0.673459,0.726065,0.548146,0.113555,13,0.00345105,0.01138847,0.00131848,0.25108984,0.0
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1049,1770540300000000,stabil,-0.234167,0.212172,-0.052264,0.065603,0.108602,0.224929,0.108602,0.672217,0.707959,0.541935,0.149161,13,0.01247996,0.02347149,0.00323228,0.66723428,0.0
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1058,1770543000000000,stabil,0.127161,0.431643,-0.074544,-0.101353,0.12084,0.255043,0.12084,0.574065,0.706228,0.536674,0.150676,13,-0.00960886,0.01639159,0.0018696,0.49292734,0.166667
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1064,1770544800000000,stabil,0.151535,0.267416,-0.058328,0.185496,0.096084,0.200205,0.096084,0.659222,0.721829,0.554784,0.131381,13,-0.02168511,0.02507341,0.00242394,0.61680752,0.166667
sideways 2026 5m 2k,dio_0tay,kohaerente_bruecke,kohaerente_bruecke,stabil,1084,1770550800000000,stabil,-0.184305,-0.144143,0.415725,-0.197547,0.085856,0.167437,0.085856,0.688499,0.682857,0.485203,0.151135,13,0.01079095,0.01572724,0.00139523,0.47168617,0.0
sideways 2026 5m 2k,dio_0tay,kohaerente_bruecke,kohaerente_bruecke,stabil,1085,1770551100000000,stabil,-0.245413,0.062006,0.354495,-0.102374,0.084057,0.168382,0.084057,0.760136,0.702267,0.510518,0.134969,13,0.0088394,0.01572724,0.00152769,0.4618736,0.166667
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,1098,1770555000000000,stabil,-0.251923,-0.424514,-0.265537,-0.050058,0.161297,0.324411,0.161297,0.498287,0.694726,0.518134,0.161762,13,0.00694049,0.00921607,0.00195174,0.535243,0.0
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1100,1770555600000000,stabil,0.190692,0.284097,-0.067123,-0.194293,0.108975,0.229922,0.108975,0.651951,0.705313,0.543556,0.15696,13,0.01002506,0.01355662,0.00228719,0.69212122,0.0
sideways 2026 5m 2k,dio_1r55,uebergang_oeffnung,uebergang_oeffnung,stabil,1102,1770556200000000,stabil,-0.252119,-0.249361,-0.210342,-0.014981,0.126399,0.250961,0.126399,0.592156,0.700464,0.510043,0.14058,13,0.00488914,0.01353042,0.00200289,0.73267217,0.166667
sideways 2026 5m 2k,dio_1kpz,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,1111,1770558900000000,stabil,-0.017529,0.125767,-0.037054,0.088956,0.037744,0.062989,0.037744,0.662464,0.727922,0.552144,0.111664,13,-0.00395525,0.00983162,0.00151256,0.65874617,0.272727
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1120,1770561600000000,stabil,0.190085,0.34598,-0.13221,-0.198326,0.120178,0.255561,0.120178,0.62626,0.703089,0.541507,0.160169,13,-0.00033864,0.00835309,0.00111143,0.36725412,0.272727
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1136,1770566400000000,stabil,0.117913,0.381643,-0.308593,0.08447,0.116751,0.22868,0.116751,0.568604,0.714612,0.548533,0.14401,13,-0.00916186,0.01244203,0.0023579,0.56676371,0.090909
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,1140,1770567600000000,stabil,-0.109659,-0.093459,-0.137331,0.027145,0.057693,0.102855,0.057693,0.642302,0.725873,0.561534,0.126409,13,-0.01958775,0.02152374,0.00268061,0.68921769,0.272727
sideways 2026 5m 2k,dio_0tay,kohaerente_bruecke,kohaerente_bruecke,stabil,1172,1770577200000000,stabil,0.084799,0.262279,0.413814,0.10415,0.078296,0.159341,0.078296,0.724949,0.704172,0.517041,0.138447,13,0.00709869,0.01476986,0.00163816,0.42037108,0.0
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1174,1770577800000000,stabil,0.194063,0.2769,-0.27076,-0.010034,0.117653,0.228854,0.117653,0.583808,0.713995,0.548304,0.14687,13,0.00022673,0.00906927,0.00109878,0.35661127,0.0
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,1214,1770589800000000,stabil,-0.310885,-0.376343,-0.25424,0.103071,0.166809,0.338378,0.166809,0.5315,0.693377,0.519158,0.165386,13,0.0076327,0.00948306,0.00157458,0.20915177,0.333333
sideways 2026 5m 2k,dio_00ja,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1231,1770594900000000,tragend_unruhig,-0.219989,0.045975,-0.06114,-0.408476,0.082528,0.146903,0.082528,0.545637,0.689888,0.535791,0.173575,13,-0.0039927,0.02053388,0.00334334,0.72580856,0.166667
sideways 2026 5m 2k,dio_1lsu,gemischte_nachbarschaft,uebergang_oeffnung,gekippt,1232,1770595200000000,stabil,0.207687,0.292188,-0.340432,-0.145707,0.124585,0.243177,0.124585,0.574568,0.702919,0.540622,0.161401,13,0.00439103,0.01744858,0.00274662,0.63765859,0.0
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,1239,1770597300000000,stabil,-0.094549,-0.036528,-0.28764,-0.13816,0.052903,0.07018,0.052903,0.58065,0.725508,0.560731,0.125231,13,0.00080469,0.01218531,0.00198078,0.41735696,0.090909
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,1242,1770598200000000,stabil,-0.329069,-0.411169,-0.344424,0.002232,0.185583,0.363551,0.185583,0.457659,0.694954,0.517644,0.164434,13,0.00149219,0.01216713,0.00215441,0.36987802,0.090909
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,1258,1770603000000000,stabil,-0.342031,-0.363833,-0.070348,-0.108513,0.167278,0.351188,0.167278,0.545105,0.698304,0.525732,0.161492,13,-0.00309562,0.01685393,0.00218722,0.70522595,0.2
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,1269,1770606300000000,stabil,-0.046658,0.140386,0.074258,-0.040597,0.048758,0.086024,0.048758,0.621443,0.726892,0.563259,0.124395,13,0.00911398,0.01465159,0.00235171,0.5345949,0.0
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,1272,1770607200000000,stabil,0.002614,-0.173777,-0.145956,-0.110389,0.046036,0.074503,0.046036,0.617552,0.735624,0.571865,0.113046,13,0.0005711,0.01222159,0.00175724,0.43169659,0.0
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,1273,1770607500000000,stabil,-0.347344,-0.280934,-0.248344,0.132716,0.157984,0.319452,0.157984,0.545802,0.693384,0.524697,0.169883,13,0.00400229,0.01223556,0.00185601,0.40960741,0.166667
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,1280,1770609600000000,stabil,-0.02898,-0.11432,-0.098098,-0.204737,0.041358,0.064823,0.041358,0.627514,0.734813,0.573089,0.114504,13,0.0066682,0.01069211,0.0015565,0.44531571,0.272727
sideways 2026 5m 2k,dio_0oc3,spannungsnahe_belastung,spannungsnahe_belastung,stabil,1285,1770611100000000,stabil,-0.343079,-0.352194,-0.107975,-0.020171,0.167242,0.346907,0.167242,0.525984,0.699234,0.528801,0.163305,13,-0.00707763,0.01061644,0.00155427,0.36342424,0.090909
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,1288,1770612000000000,stabil,-0.183253,-0.362589,0.222331,0.169102,0.120668,0.258574,0.120668,0.742881,0.710258,0.547214,0.150328,13,-0.00331808,0.00858124,0.00128499,0.32153903,0.166667
sideways 2026 5m 2k,dio_06s7,stabilisierende_rueckbindung,stabilisierende_rueckbindung,stabil,1289,1770612300000000,stabil,-0.151294,0.0,0.251674,0.12223,0.05078,0.08775,0.05078,0.687214,0.730782,0.571707,0.124151,13,-0.00526316,0.00858124,0.00143461,0.28092563,0.166667
sideways 2026 5m 2k,dio_17ct,kohaerente_bruecke,uebergang_oeffnung,gekippt,1309,1770618300000000,stabil,-0.243242,-0.133916,0.376186,0.155811,0.097048,0.197325,0.097048,0.773572,0.718409,0.556245,0.140368,13,-0.00746183,0.01618643,0.00164249,0.55747179,0.0
