asset,label,families,kernfamilien,brueckenfamilien,oberflaechen,source_family_overlap,source_kern_overlap,avg_afterimage_delta,avg_temporal_delta,dominant_reading,reproduction_state,kind,row_type,worlds,avg_kernfamilien,avg_oberflaechen,avg_source_family_overlap,avg_source_kern_overlap,states,source_year,family,total_count,phase_presence,dominant_role,count_frueh,share_frueh,rekopplung_frueh,strain_frueh,afterimage_frueh,temporal_frueh,count_mitte,share_mitte,rekopplung_mitte,strain_mitte,afterimage_mitte,temporal_mitte,count_spaet,share_spaet,rekopplung_spaet,strain_spaet,afterimage_spaet,temporal_spaet,share_delta_spaet_frueh,afterimage_delta_spaet_frueh,temporal_delta_spaet_frueh,strain_delta_spaet_frueh,family_reading
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1lsu,218,3,field_stabil,74,0.013062665489849955,0.7472308243243244,0.1727453783783784,0.7659140675675676,0.8882695810810811,78,0.013768755516328331,0.7494423717948718,0.17607526923076924,0.9037711410256409,0.9552503076923077,66,0.011652542372881356,0.7509526515151514,0.17607433333333333,0.9097684696969697,0.9609654393939394,-0.001410123116968599,0.14385440212940204,0.0726958583128583,0.0033289549549549435,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0tay,204,3,field_stabil,67,0.011827007943512798,0.7547336119402985,0.1634783432835821,0.7580885820895523,0.8868367014925373,59,0.010414827890556045,0.7590181186440678,0.16677028813559322,0.8985106610169492,0.9565758813559323,78,0.013771186440677966,0.7590040128205128,0.1674816153846154,0.9056817948717949,0.9630033717948717,0.001944178497165168,0.14759321278224258,0.07616667030233437,0.004003272101033295,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_19pg,200,3,field_stabil,68,0.012003530450132392,0.7371244411764706,0.18009282352941175,0.7599481470588235,0.8875781323529413,59,0.010414827890556045,0.7405668983050847,0.18437789830508475,0.9079347796610169,0.9589131694915254,73,0.012888418079096044,0.7410995342465753,0.18494834246575342,0.9067886575342465,0.9623313424657534,0.0008848876289636529,0.14684051047542301,0.07475321011281211,0.004855518936341674,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1492,200,3,field_stabil,69,0.012180052956751985,0.7750278550724637,0.13821176811594202,0.7641730724637681,0.890321536231884,64,0.011297440423654015,0.778395078125,0.14384640625,0.903054203125,0.959065203125,67,0.01182909604519774,0.7793860447761194,0.142908223880597,0.9045183731343284,0.9639554179104478,-0.00035095691155424477,0.14034530067056028,0.07363388167856377,0.004696455764654994,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0nlj,198,3,field_stabil,63,0.011120917917034422,0.774761984126984,0.13788473015873015,0.7429437619047619,0.8809086507936508,70,0.01235657546337158,0.7767396571428571,0.14442527142857142,0.9029120428571429,0.9582546857142856,65,0.011475988700564972,0.7793796000000001,0.14315355384615383,0.9109266769230769,0.9645384769230769,0.0003550707835305502,0.16798291501831508,0.08362982612942615,0.005268823687423679,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1ewh,192,3,field_stabil,75,0.01323918799646955,0.74701036,0.16943085333333333,0.7708678533333333,0.8945393066666666,54,0.009532215357458075,0.7513010740740741,0.17037705555555555,0.8924721851851851,0.9579182962962962,63,0.011122881355932203,0.7497846507936508,0.1734711111111111,0.9116767777777778,0.9645951904761905,-0.002116306640537347,0.14080892444444448,0.07005588380952388,0.004040257777777778,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0oc3,191,3,field_stabil,57,0.010061782877316858,0.7329364561403509,0.19116789473684212,0.748568403508772,0.8787890877192982,67,0.011827007943512798,0.7348151641791045,0.19590005970149255,0.8991794925373134,0.955811104477612,67,0.01182909604519774,0.7353878208955223,0.19649346268656717,0.9041951343283582,0.9617384925373135,0.0017673131678808823,0.15562673081958622,0.08294940481801527,0.005325567949725052,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_05yg,189,3,field_stabil,62,0.010944395410414828,0.7242779193548388,0.19799369354838708,0.7525442258064516,0.8806561612903225,57,0.010061782877316858,0.724685403508772,0.20481929824561404,0.9046463859649123,0.954939,70,0.012358757062146893,0.7254012142857142,0.20429591428571428,0.9069327714285714,0.9600537571428571,0.0014143616517320653,0.1543885456221198,0.07939759585253459,0.0063022207373271966,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1jc2,173,3,field_stabil,55,0.009708737864077669,0.7734148181818182,0.1327934181818182,0.7173157272727273,0.8705822545454546,56,0.009885260370697264,0.7778069821428572,0.13851969642857143,0.89712425,0.9547772678571428,62,0.010946327683615819,0.7770947903225806,0.13991282258064516,0.9120455000000001,0.963705,0.00123758981953815,0.19472977272727277,0.09312274545454546,0.007119404398826967,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_09bn,165,3,field_stabil,50,0.0088261253309797,0.76432526,0.15034288,0.7313634600000001,0.87047662,47,0.008296557811120918,0.767549829787234,0.15554274468085105,0.9073571914893617,0.9567840851063829,68,0.012005649717514125,0.7684387794117646,0.1570523382352941,0.9078843382352941,0.9617877647058823,0.0031795243865344255,0.17652087823529405,0.09131114470588231,0.006709458235294091,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_04uf,164,3,field_stabil,48,0.008473080317740512,0.7337136041666666,0.18380300000000002,0.7122759375,0.8609962291666666,60,0.01059135039717564,0.7364192,0.18982858333333336,0.90609045,0.9530707666666667,56,0.009887005649717515,0.7363043035714286,0.19287030357142856,0.9230170535714286,0.9627744285714286,0.001413925331977003,0.21074111607142865,0.10177819940476196,0.009067303571428542,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1gp2,154,3,field_stabil,49,0.008649602824360106,0.7407969795918368,0.17151873469387754,0.7184914489795918,0.8652515510204082,51,0.009002647837599295,0.7443752549019608,0.17588105882352942,0.9058548823529412,0.9566201960784314,54,0.009533898305084746,0.7476468703703704,0.17555183333333332,0.9013576111111111,0.958629537037037,0.0008842954807246409,0.1828661621315193,0.09337798601662883,0.004033098639455779,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_06er,154,3,field_stabil,48,0.008473080317740512,0.7739514583333333,0.1412563125,0.7165316666666667,0.8663823541666668,56,0.009885260370697264,0.777196625,0.146563375,0.9046909285714285,0.9566083571428571,50,0.00882768361581921,0.77644256,0.14924358,0.92627724,0.9666036200000001,0.00035460329807869735,0.20974557333333332,0.10022126583333335,0.007987267499999978,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0obq,151,3,field_stabil,41,0.007237422771403354,0.7400103658536585,0.1777770731707317,0.6891841951219512,0.8514568536585366,55,0.009708737864077669,0.7449269636363637,0.18271792727272726,0.9068650363636364,0.9542724909090908,55,0.00971045197740113,0.7434366727272728,0.1842874909090909,0.9131327454545455,0.9608315818181818,0.002473029205997777,0.2239485503325943,0.10937472815964522,0.0065104177383592254,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1u5i,144,3,field_stabil,46,0.008120035304501325,0.7603808260869566,0.14824817391304349,0.7072195869565217,0.861404347826087,43,0.007590467784642542,0.760528976744186,0.15725558139534884,0.9144894418604651,0.9593641395348836,55,0.00971045197740113,0.7610361090909091,0.15646629090909092,0.9111284363636364,0.9639741090909092,0.001590416672899806,0.20390884940711473,0.1025697612648222,0.008218116996047437,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0kx9,140,3,field_stabil,42,0.007413945278022948,0.7726698571428572,0.1334747619047619,0.701244380952381,0.8562005952380952,43,0.007590467784642542,0.7774259302325582,0.13976127906976743,0.9066337906976745,0.9543672325581395,55,0.00971045197740113,0.7768162181818181,0.14028612727272727,0.9256417818181818,0.9655235818181819,0.0022965066993781823,0.22439740086580084,0.10932298658008666,0.006811365367965366,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1o4z,138,3,field_stabil,43,0.007590467784642542,0.7430818837209302,0.1695156511627907,0.7020450697674419,0.854917,54,0.009532215357458075,0.7480552407407408,0.1742762037037037,0.9078810740740741,0.9547324814814815,41,0.0072387005649717515,0.7495091707317073,0.1755840487804878,0.9137911707317072,0.9605506341463415,-0.00035176721967079046,0.21174610096426538,0.10563363414634142,0.006068397617697119,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0g2r,127,3,field_stabil,38,0.006707855251544572,0.7441583947368421,0.16476763157894736,0.6713838947368421,0.841566552631579,49,0.008649602824360106,0.7474508163265307,0.1724771224489796,0.8996728163265306,0.9515377551020407,40,0.007062146892655367,0.74574275,0.17664205,0.9139341249999999,0.96012475,0.00035429164111079516,0.2425502302631578,0.11855819736842099,0.011874418421052635,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_17db,124,3,field_stabil,52,0.009179170344218888,0.7233625192307692,0.2027114807692308,0.7308440384615384,0.8700842692307693,39,0.006884377758164166,0.7242575897435898,0.21108517948717948,0.9131656410256411,0.9567967948717949,33,0.005826271186440678,0.7237403333333334,0.21176460606060607,0.9307522727272728,0.9652305151515151,-0.00335289915777821,0.19990823426573434,0.09514624592074583,0.00905312529137528,anschlussfaehige_oberflaeche
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0dd2,124,3,field_stabil,44,0.007766990291262136,0.7627104318181818,0.15394986363636362,0.7112323636363637,0.8604371818181819,44,0.007766990291262136,0.7652594090909091,0.16147354545454545,0.9034685,0.9553128863636363,36,0.006355932203389831,0.7647629166666667,0.16182538888888887,0.9192817777777778,0.963713611111111,-0.0014110580878723047,0.2080494141414141,0.10327642929292913,0.007875525252525245,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1uof,116,3,field_stabil,34,0.006001765225066196,0.7450839705882354,0.1614754705882353,0.6702503529411765,0.8389618235294118,37,0.0065313327449249775,0.7464166756756757,0.17127424324324325,0.9139685945945946,0.954448027027027,45,0.007944915254237288,0.7490607111111112,0.1696688,0.9252757777777778,0.9633506000000001,0.001943150029171092,0.2550254248366013,0.12438877647058821,0.008193329411764705,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_0pq6,113,3,field_stabil,37,0.0065313327449249775,0.7435468378378378,0.16667832432432433,0.6704235945945946,0.8370178108108108,35,0.00617828773168579,0.7447693999999999,0.1784010285714286,0.9039128571428571,0.9508878857142857,41,0.0072387005649717515,0.7476575365853658,0.1759789756097561,0.9167632926829268,0.9552782926829269,0.000707367820046774,0.24633969808833223,0.11826048187211602,0.009300651285431755,kernfamilie_mit_feldzeitverdichtung
SOL,shuffle_2025_17k,,,,,,,,,,,null_shuffle,detail,,,,,,,2025,dio_1350,106,3,field_stabil,34,0.006001765225066196,0.7623265882352941,0.14668773529411766,0.6547636470588235,0.8344049117647059,34,0.006001765225066196,0.7653301176470588,0.15492605882352942,0.9123757352941176,0.9544631470588234,38,0.006709039548022599,0.7680758157894737,0.15685034210526316,0.9356309736842107,0.9667559736842106,0.0007072743229564029,0.28086732662538716,0.13235106191950474,0.010162606811145503,kernfamilie_mit_feldzeitverdichtung
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_104t,1183,3,field_stabil,395,0.06976333451077357,0.7538413367088608,0.16209656202531647,0.8032266531645569,0.930270794936709,384,0.06782055810667609,0.7560656901041667,0.16337097135416667,0.8370572265625,0.9486549479166667,404,0.07135287884139879,0.7550855495049504,0.16389772524752474,0.8348641311881188,0.9489924257425743,0.00158954433062522,0.03163747802356187,0.018721630805865308,0.001801163222208274,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_155c,807,3,field_stabil,274,0.04839279406570116,0.7473783905109489,0.17207856569343066,0.8019076934306569,0.9249473211678831,277,0.048922642175909574,0.7508041696750902,0.1730894476534296,0.8445551624548736,0.9483576498194946,256,0.04521370540445072,0.75012854296875,0.1738592890625,0.84612934375,0.9498287734375,-0.00317908866125044,0.04422165031934311,0.02488145226961691,0.0017807233690693425,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0l7p,688,3,field_stabil,203,0.035853055457435536,0.7596993940886699,0.1522170985221675,0.8006672660098523,0.923532,226,0.03991522430236665,0.7631828451327434,0.15351520796460177,0.8542088362831859,0.9531573672566372,259,0.045743553514659134,0.7634638957528957,0.15318222393822395,0.8478587142857142,0.9528433745173746,0.009890498057223598,0.04719144827586197,0.029311374517374533,0.0009651254160564504,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0m9z,670,3,field_stabil,194,0.034263511126810316,0.7381769020618557,0.18192267010309277,0.8004419432989691,0.9192728711340206,219,0.038678912045213704,0.7422347579908676,0.18312919178082193,0.8507493744292237,0.9486716347031963,257,0.04539032144118686,0.7427436186770427,0.1822793073929961,0.8520077470817121,0.9504605680933853,0.011126810314376546,0.051565803782743,0.03118769695936474,0.0003566372899033443,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0h9h,442,3,field_stabil,143,0.025256093253267397,0.7592111188811188,0.15576631468531468,0.7989235244755245,0.9156342517482517,132,0.023313316849169905,0.7624984166666667,0.15935334090909092,0.874591303030303,0.9561499393939394,167,0.029494878134934652,0.7619374790419162,0.15910858682634732,0.8691901197604791,0.9556221497005988,0.0042387848816672555,0.0702665952849546,0.03998789795234703,0.0033422721410326373,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_14wj,402,3,field_stabil,119,0.02101730837160014,0.763763319327731,0.14393455462184876,0.7847944537815126,0.90978756302521,147,0.02596255740021194,0.7701763605442177,0.14538861224489796,0.8672784965986395,0.9545940136054422,136,0.02401978099611445,0.7696416102941177,0.14685802205882353,0.8818418602941176,0.9600054632352941,0.0030024726245143074,0.09704740651260502,0.0502179002100841,0.002923467436974775,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_00ly,290,3,field_stabil,93,0.016425291416460614,0.757421559139785,0.1553482258064516,0.7744977849462366,0.8998406881720431,101,0.017838219710349698,0.7622150198019801,0.158415801980198,0.8850076732673267,0.9549059702970297,96,0.016955139526669022,0.7604041874999999,0.15996202083333333,0.88956678125,0.9596078645833334,0.0005298481102084078,0.11506899630376344,0.05976717641129026,0.004613795026881723,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_17ct,287,3,field_stabil,85,0.01501236312257153,0.7504265058823529,0.16727735294117646,0.7722046117647059,0.8953339764705882,98,0.017308371600141294,0.7564200510204082,0.1707714693877551,0.8886000000000001,0.9545932040816326,104,0.018368067820558106,0.7568964326923078,0.17023026923076923,0.8899159038461538,0.9585761634615384,0.003355704697986576,0.11771129208144793,0.06324218699095019,0.0029529162895927663,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_1lsu,281,3,field_stabil,87,0.0153655951960438,0.744081908045977,0.17175858620689655,0.7748761839080459,0.8957756896551724,69,0.012186506534793359,0.7497966956521739,0.17563855072463766,0.8924398405797102,0.9526996231884057,125,0.022077004592016954,0.7528061760000001,0.17232803200000002,0.878190824,0.953471632,0.006711409395973153,0.10331464009195412,0.057695942344827555,0.0005694457931034735,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0oc3,278,3,field_stabil,94,0.01660190745319675,0.7290031382978724,0.19079415957446808,0.7741411063829788,0.9006865638297872,85,0.01501236312257153,0.7363523882352941,0.1937711411764706,0.8944626,0.9583642941176471,99,0.01748498763687743,0.7365598383838384,0.19332471717171718,0.8883833232323233,0.9598237676767677,0.0008830801836806797,0.11424221684934444,0.05913720384698051,0.0025305575972491,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_0pz6,246,3,field_stabil,80,0.01412928293889085,0.7640204374999999,0.1500362,0.768957825,0.8951290375,79,0.013952666902154716,0.7680043544303797,0.15435203797468355,0.8895960759493672,0.9564233544303797,87,0.0153655951960438,0.7676247011494253,0.15565954022988504,0.8963938850574712,0.9612869885057471,0.0012363122571529498,0.1274360600574712,0.06615795100574717,0.005623340229885032,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_1q85,229,3,field_stabil,87,0.0153655951960438,0.7407740689655172,0.17874059770114945,0.7788636896551724,0.8984256321839081,69,0.012186506534793359,0.7458321594202898,0.1832527536231884,0.9051749710144927,0.9595850144927536,73,0.012892970681737902,0.7461682602739726,0.183012,0.9047770958904109,0.9614561369863013,-0.002472624514305898,0.1259134062352385,0.06303050480239314,0.004271402298850563,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_1ewh,218,3,field_stabil,82,0.014482515012363122,0.7434038414634146,0.16758082926829268,0.7714164512195122,0.8964478414634147,64,0.01130342635111268,0.7487108125,0.17208775,0.90819440625,0.961990515625,72,0.012716354645001766,0.7476714027777778,0.17325791666666668,0.8995292916666666,0.9614635833333334,-0.0017661603673613559,0.12811284044715443,0.06501574186991865,0.005677087398373998,anschlussfaehige_oberflaeche
DOGE,real_2025_16992,,,,,,,,,,,real,detail,,,,,,,2025,dio_00ja,211,3,field_stabil,83,0.014659131049099258,0.7339099277108434,0.1805061204819277,0.7623867951807228,0.893211734939759,63,0.011126810314376545,0.7376790634920636,0.18401373015873015,0.8796007142857143,0.9521742222222221,65,0.011480042387848817,0.7362256307692308,0.1866596153846154,0.9087691384615385,0.9621288153846154,-0.0031790886612504416,0.14638234328081567,0.06891708044485634,0.006153494902687684,anschlussfaehige_oberflaeche
